node,pressure
432,4695.492327390772
433,4808.90557423159
434,5078.157097237734
435,5003.46067204444
436,4926.02795596697
437,5049.122396291891
438,5103.042689343744
439,5136.019968776527
440,4751.512525455131
441,4938.713274300445
442,4907.131577074716
443,4836.640648720858
444,4985.966107254811
445,5052.2415917960225
446,5037.999346134806
447,4919.881929165772
448,4785.201579074808
449,4796.970522164937
450,4712.5479836058
451,4712.982270293446
452,4928.5773252581475
453,4954.646142630978
454,4981.377297643397
455,4989.791212786992
456,4929.388486582137
457,4764.033803923782
458,4769.063058873613
459,4800.991792774831
460,5004.554511835034
461,4947.375650989124
462,5029.08899877656
463,5036.230957971874
464,4929.150901557686
465,4775.302430799925
466,4709.621352739951
467,4535.7667579672925
468,4596.291625044532
469,4643.776263580568
470,4884.267132419546
471,4778.2461270762215
472,5119.5561840299915
473,5058.877429126112
474,5115.350150058713
475,5108.87246372178
476,5117.392228950485
477,5131.488890345573
478,4912.165222342516
479,4843.829093595689
480,4932.456321296691
481,4795.644734310547
482,4985.466386648761
483,4957.791045978687
484,5078.747317210598
485,5107.37250391386
486,5115.4002695698355
487,5091.4141579538045
488,4815.860951403175
489,4845.256180580333
490,4840.155516419541
491,4795.065408274491
492,4658.200190136439
493,4622.364907649382
494,4666.573133099497
495,4669.9436902661355
496,5089.418858750144
497,5180.934386281701
498,4889.071364677184
499,5094.702823558723
500,5118.860186256942
501,5043.607846191182
502,4896.116949862672
503,4886.7057261670825
504,4251.288469483865
505,4324.252730670395
506,4220.059503719874
507,4212.942800077309
508,4396.431152264109
509,4295.3287644801885
510,4224.670546044295
511,4300.787997135355
512,4737.620271093389
513,4758.530402612809
514,4773.859928288015
515,4681.135553451854
516,4518.202724566185
517,4480.782390650911
518,4589.960581634661
519,4676.731532422354
520,4256.983317088413
521,4363.978105534506
522,4275.585515269647
523,4269.534645197162
524,4543.123007688018
525,4377.570061012962
526,4454.760715684862
527,4400.25708514628
528,4469.75334788402
529,4517.488134491824
530,4406.108301973644
531,4393.21492373609
532,4624.9145307884
533,4530.405653522138
534,4661.7309942717075
535,4631.676608002266
536,5051.088630473713
537,5017.863701937292
538,4922.237083465288
539,4976.165317492349
540,4876.8884814816765
541,4957.677441839854
542,4955.713264612072
543,4920.988819688129
544,4604.433018307852
545,4697.310532580986
546,4722.2388553869405
547,4853.751075839863
548,4763.641304646702
549,4883.07444220483
550,4828.203562815555
551,4903.145854130718
552,4881.197320756533
553,4795.982917342939
554,4865.951035164649
555,4916.902238250517
556,4752.505098657808
557,4885.067411956928
558,4921.8408001015
559,4868.593033609437
560,4739.8569002199965
561,4788.423474665398
562,4652.702830108091
563,4740.511805983815
564,4779.058476131321
565,4809.208057051114
566,4682.224979696744
567,4660.394424787256
568,4309.070574891517
569,4301.782544913019
570,4597.092496851796
571,4723.304962591216
572,4843.730333191448
573,4718.78763983029
574,4663.656455833826
575,4663.84015341163
576,4738.782748058372
577,4854.565992254774
578,4701.161560471174
579,4906.897093393769
580,4681.071711523883
581,4703.734333632633
582,4951.849578261546
583,4887.084688531181
584,4686.226364260369
585,4729.691077357317
586,4941.738390775452
587,4869.990013324285
588,4808.328488391415
589,4692.506954534354
590,5002.069230337132
591,4961.618270551159
592,4586.680454197996
593,4559.678817540726
594,4442.327780057271
595,4577.492265633975
596,4772.881775861429
597,4734.720167097008
598,4661.169922212165
599,4689.191777969674
600,5020.8360405375915
601,4903.746766579692
602,5099.267946450257
603,5092.204319384108
604,5085.222463530502
605,5031.183236917596
606,5000.607525439274
607,5029.290405508281
608,4919.435065379944
609,4842.945919357337
610,4783.766999918702
611,4779.4497467834935
612,4539.052692049548
613,4696.287262591525
614,4676.940780339654
615,4643.513627664502
616,4336.008124707883
617,4287.10282465086
618,4525.481781661522
619,4559.078371618309
620,4553.03754704775
621,4684.714656185974
622,4695.125519121168
623,4705.806514631071
624,4884.83103777765
625,4982.847292520257
626,4792.935903621376
627,4740.84760323475
628,4712.417208179582
629,4608.8746037500005
630,4858.8346082041435
631,4816.691501864451
632,4749.509355695435
633,4864.441712343177
634,4961.114855707016
635,4872.454408712628
636,4588.769049604367
637,4697.811931255739
638,4846.44275538958
639,4550.718504101428
640,4868.456944895796
641,4841.9764530621105
642,4770.903252032523
643,4874.1374559578635
644,4719.1761507125975
645,4773.122815192533
646,4351.3986262027765
647,4536.916306931587
648,4517.329547905444
649,4495.063754115968
650,4528.182093724381
651,4617.30046553902
652,4391.140640686849
653,4343.665453738521
654,4282.981580502616
655,4396.343445615306
656,4890.65434093705
657,4898.914814868047
658,5006.01517913968
659,5031.614946034832
660,4854.187751499802
661,5050.3030670502485
662,4835.7074706160765
663,4982.802155768759
664,4830.622358422511
665,4770.747499643386
666,4614.962666552526
667,4670.247308550579
668,4449.283745576587
669,4380.258589762994
670,4834.683319647605
671,4848.081610306067
672,4752.006297992247
673,4800.453343274063
674,4530.90223688161
675,4616.9366160750305
676,4817.1950275218605
677,4686.632638416041
678,4743.888061595387
679,4746.239845869685
680,4455.779351151314
681,4561.324505606807
682,4552.547649617326
683,4597.47999709909
684,4920.046366688132
685,4936.179469546364
686,4779.077186923
687,4940.364043520477
688,4818.412459965038
689,4750.241490526574
690,4951.952853179185
691,4914.636936851089
692,4907.8198132088755
693,4851.200489040009
694,4824.410044466307
695,5084.223518930548
696,4708.333940745393
697,4850.957842964448
698,4713.789926620441
699,4812.684245333324
700,4599.114976947268
701,4752.000901153491
702,4803.707247053145
703,4830.868185795839
704,4921.8760349737795
705,4936.347315097696
706,4804.657428229354
707,4791.23447177939
708,4802.569313841788
709,4724.7648887328805
710,4701.887409895004
711,4512.665155473113
712,4577.759683041404
713,4709.575398671271
714,4577.512451164087
715,4492.483992074168
716,4640.448809690233
717,4696.62091361839
718,4790.415813936565
719,4576.276256189322
720,4666.048840760877
721,4828.8660212878685
722,4750.002184762878
723,4772.547889538797
724,4705.4587733764165
725,4761.092627893662
726,4578.223958575045
727,4536.315722443285
728,4676.98138978724
729,4816.45063225193
730,4648.569857015959
731,4873.270029629869
732,4846.920210464801
733,4731.816013524688
734,4781.541534297096
735,4986.143509720772
736,4584.8951304063185
737,4478.918810033984
738,4520.597985347953
739,4360.7907451951805
740,4541.362069610689
741,4433.4470692666355
742,4761.390271258179
743,4657.463340656264
744,4510.231879536834
745,4659.135115013146
746,4804.932420937909
747,4965.685127405219
748,4692.073407091859
749,4847.8412450236765
750,4864.098916055346
751,5042.258641505975
752,4918.157911153073
753,4847.287461663377
754,4864.683158397145
755,4961.596163883571
756,4988.095472663478
757,4884.29876984201
758,4751.458715629523
759,4685.112785301659
760,4864.11384293653
761,4732.731331765674
762,4618.854248560465
763,4541.695419398482
764,4807.195857261277
765,4787.754273930435
766,4769.181008087523
767,4619.54907497189
768,4837.894191645934
769,4920.431057676425
770,4968.191761655903
771,4954.681740470082
772,4856.0085963291895
773,4959.704471290796
774,4792.578355270444
775,4950.645294609803
776,4573.094436005275
777,4565.167723283032
778,4780.755754104944
779,4633.182055303428
780,4666.482015562035
781,4561.692772228407
782,4669.413737961083
783,4542.865027169947
784,4360.947782062221
785,4472.45769892705
786,4539.632100668214
787,4414.009671473311
788,4927.308371461809
789,4804.031654208261
790,4956.751408543256
791,4956.751408543256
792,4771.221413702329
793,4551.886795083451
794,4858.956656612482
795,4861.054826480011
796,5006.808908977247
797,4851.320376922312
798,4944.319427292208
799,4770.524159694114
800,4733.834725068657
801,4773.3526655847145
802,4537.960945506825
803,4725.393627100289
804,4174.421302431756
805,4141.012714541369
806,4238.93601452384
807,4226.184571108963
808,4103.812456847091
809,4160.755798699302
810,4318.727961441808
811,4318.956182316686
812,3969.3259327887827
813,4022.639270385137
814,4139.086607114887
815,4027.26227223994
816,4087.000864063572
817,4256.864440434604
818,4554.5561743583
819,4521.37775285967
820,4533.918408632593
821,4579.267616028684
822,4587.265658325034
823,4611.579448337837
824,4447.746627843815
825,4587.903757668658
826,4238.453021439332
827,4360.713327509048
828,4506.546346948666
829,4369.667773404966
830,4600.118545965501
831,4524.183642282283
832,4165.501489283693
833,4126.823498609942
834,4240.996337253571
835,4295.723568205199
836,4188.489109033811
837,4234.3266789307345
838,4171.741637907076
839,4019.5325386786826
840,4365.866013383579
841,4428.848287956554
842,4222.1549086847
843,4262.173804791763
844,4411.875132931737
845,4125.672428746714
846,4323.3594458787875
847,4188.403426792647
848,4273.967713539489
849,4312.887994357987
850,4440.069358949599
851,4427.847146417978
852,4172.013426463467
853,4202.879100423241
854,4543.175118117951
855,4532.229870768989
856,4387.650961883575
857,4270.01863013281
858,4519.525433655688
859,4580.288530438062
860,4541.534382784436
861,4514.938801760336
862,4851.695688554732
863,4851.6956885547315
864,4760.528890671616
865,4774.975510893803
866,4640.364975646163
867,4587.204835325378
868,4792.945305839403
869,4895.196717142631
870,4564.399446528008
871,4765.128457949453
872,4853.179945755424
873,4701.2145977683485
874,4833.1080762604215
875,4824.546085556957
876,4707.413244894936
877,4726.399613929614
878,4561.763643727164
879,4424.231748222965
880,4697.5662863945445
881,4662.6926860465455
882,4788.59089941318
883,4719.610600392729
884,4621.572424688701
885,4553.743372343925
886,4679.330493087063
887,4784.289486362926
888,4737.760103213857
889,4649.295334104729
890,4609.157588893306
891,4647.3059610387545
892,4637.667609589176
893,4615.301994941449
894,4737.1655045112375
895,4820.263602158266
896,4636.145938009091
897,4539.806063818607
898,4646.016177039706
899,4728.923566756015
900,4811.762350832457
901,4782.315932744281
902,4608.8893764921395
903,4709.629457314218
904,4639.698033243133
905,4510.098926297149
906,4558.474952915026
907,4535.825110977676
908,4587.953616208036
909,4690.1587973990045
910,4601.232412836154
911,4586.763478161846
912,4429.5842349633585
913,4500.484496343295
914,4164.8395606924605
915,4132.104540366547
916,4309.992275470801
917,4521.219667637675
918,4493.345571067764
919,4515.693514395385
920,4746.386743846919
921,4745.9668719251395
922,4419.8253372364225
923,4540.785548775045
924,4585.674799652229
925,4585.904424949335
926,4694.291237567961
927,4554.929711565895
928,4773.378994462713
929,4800.67008451682
930,4598.972372158254
931,4538.634241191939
932,4770.003980420158
933,4839.715635930013
934,4628.525613959693
935,4710.099015077492
936,4560.528427341328
937,4603.907147999983
938,4587.148559843561
939,4587.077918332698
940,4842.147713779878
941,4762.4336462021
942,4774.3659622592
943,4766.66947033927
944,4660.192684618654
945,4698.229543142049
946,4387.777918969281
947,4590.880718980257
948,4937.651171034359
949,4837.0871676192
950,4800.485093691453
951,4741.797808323545
952,4445.688081921606
953,4492.434217045447
954,4420.853667946639
955,4453.991864134358
956,4325.012927872446
957,4308.384976718878
958,4454.0452960286375
959,4497.823687162354
960,4666.262418211143
961,4685.2340081088405
962,4516.784787687405
963,4635.346534155627
964,4558.961823899704
965,4412.458568747284
966,4547.551027688154
967,4529.674108140157
968,4824.729284907939
969,4655.681082539044
970,4739.259600118507
971,4796.608184667214
972,4834.479806964051
973,4844.716082366293
974,4980.018499117367
975,4784.072151424341
976,4983.927301332317
977,4824.198670176132
978,4747.1816378942995
979,4862.467262659648
980,4881.873369642192
981,4783.367592686803
982,4842.020519865893
983,4762.918988135593
984,4602.192289847808
985,4417.345193772232
986,4434.778941064948
987,4471.564636108125
988,4221.937444488874
989,4188.102339502989
990,4381.76426496503
991,4298.844793593102
992,4447.531570406753
993,4400.90890715965
994,4433.386063402006
995,4410.904223335718
996,4544.6624886180925
997,4586.995182884754
998,4548.950952254755
999,4527.448437935201
1000,4468.449605482145
1001,4530.393741246425
1002,4755.840240038667
1003,4710.659175572431
1004,4855.583355184301
1005,4739.696972051532
1006,4644.635641367511
1007,4536.5146732974745
1008,4565.279038668944
1009,4615.812852201081
1010,4644.118865096273
1011,4575.153509125585
1012,4495.10514524011
1013,4422.061171297354
1014,4803.3798626725775
1015,4609.121132889576
1016,4570.335789560385
1017,4723.462078732378
1018,4599.243742212846
1019,4505.40064732005
1020,4707.927292638039
1021,4558.671519064779
1022,4734.771088834989
1023,4796.254668152045
1024,4744.969416811467
1025,4683.40646403842
1026,4578.280961767271
1027,4448.798416611043
1028,4670.070637205653
1029,4759.388824436897
1030,4752.542048862868
1031,4748.201864512857
1032,4604.938084245737
1033,4591.298288605624
1034,4661.3338910385
1035,4536.622378576901
1036,4675.892423131873
1037,4690.043404016909
1038,4577.920143426054
1039,4455.809591091673
1040,4586.590426946077
1041,4592.678366201315
1042,4460.205234837332
1043,4410.440636640715
1044,4369.507518533506
1045,4436.8382425378995
1046,4255.05414888763
1047,4420.1455787006225
1048,4356.758568202471
1049,4427.825731433039
1050,4468.447452864913
1051,4493.879973728573
1052,4247.940330292
1053,4226.477316592285
1054,4150.433476206183
1055,4209.487713437407
1056,4271.222269005039
1057,4159.1469359488865
1058,4787.065888387341
1059,4653.120536971695
1060,4575.56400800779
1061,4699.145241338678
1062,4740.382266599147
1063,4858.789213990911
1064,4770.832122139934
1065,4855.873112449255
1066,4752.806290918857
1067,4630.980504561355
1068,4855.270156037997
1069,4874.3680675269725
1070,4854.090019574733
1071,4851.601680981996
1072,4738.573719609104
1073,4694.067350408065
1074,4647.998020624119
1075,4637.406395587383
1076,4482.505349978383
1077,4446.622149184068
1078,4582.808768448222
1079,4565.115589101617
1080,4343.641381253512
1081,4320.707699479241
1082,4229.668194911121
1083,4239.204639131661
1084,4715.465400950766
1085,4703.940304972502
1086,4703.90140685986
1087,4763.903679709875
1088,4463.605570000855
1089,4684.8019874694955
1090,4685.1925105744285
1091,4661.725623645168
1092,4447.237512358204
1093,4367.2452009771705
1094,4484.235801497912
1095,4337.927020392485
1096,4707.872071932587
1097,4725.84836675028
1098,4385.487345142623
1099,4508.345846229383
1100,4541.767581731639
1101,4486.746449350545
1102,4505.0037881714525
1103,4586.2817793776785
1104,4369.7441286778385
1105,4222.131456024791
1106,4446.844199694506
1107,4201.7810928435965
1108,4363.419483066684
1109,4412.840381248319
1110,4477.034865434981
1111,4422.217626217067
1112,4795.492724544971
1113,4830.924699082773
1114,4645.591991134976
1115,4706.991921556772
1116,4531.417269876552
1117,4694.832805841237
1118,4838.258904908948
1119,4804.618200876997
1120,4661.965189197133
1121,4717.444505554174
1122,4567.950893629972
1123,4580.70213135667
1124,4761.847349137534
1125,4807.474596013124
1126,4854.224188985061
1127,4776.8790876637
1128,4723.797877627871
1129,4566.422588724527
1130,4562.071357993951
1131,4743.009494215803
1132,4981.674518732645
1133,4996.994908831894
1134,4610.60107251209
1135,4427.4012325158865
1136,4767.6561198061245
1137,4633.770784694207
1138,4467.506662008347
1139,4460.832207080281
1140,4658.459689055989
1141,4648.179701386034
1142,4568.187339932676
1143,4596.849286061618
1144,4699.981227318783
1145,4478.45012267015
1146,4661.1101477436605
1147,4738.369997847349
1148,4764.378004136499
1149,4675.155358290313
1150,4696.222863117393
1151,4792.971334530969
1152,4518.116093259858
1153,4630.0118314538295
1154,4483.635892969142
1155,4475.758819743891
1156,4405.93723286285
1157,4341.017833002898
1158,4674.506314032939
1159,4731.417683409663
1160,4852.460510492594
1161,4936.3517580707785
1162,4297.194487872009
1163,4466.255569825843
1164,4319.104172825264
1165,4334.526482623236
1166,4301.208154054976
1167,4486.733547411745
1168,4515.762855710174
1169,4378.0593124481375
1170,4936.275659336242
1171,4956.79405290307
1172,4474.9451534038435
1173,4600.86344294634
1174,4517.453810194595
1175,4536.186539329924
1176,4698.362383071391
1177,4679.101046163774
1178,4447.275170511148
1179,4322.193430326923
1180,4503.282896962668
1181,4746.688387202144
1182,4496.067429748677
1183,4576.432997708242
1184,4755.748979983682
1185,4478.116285114705
1186,4772.035804447187
1187,4633.915038897842
1188,4759.743330736785
1189,4742.545076958876
1190,4720.248784269833
1191,4736.295168862755
1192,4642.480297520537
1193,4606.899730455235
1194,4513.808512724792
1195,4435.554543101672
1196,4343.0212984789905
1197,4415.378880964465
1198,4415.096403492653
1199,4425.330266933258
1200,4590.895679813164
1201,4649.995478681067
1202,4711.607487920068
1203,4816.499705050845
1204,4614.257801431259
1205,4481.873573140721
1206,4570.416561317426
1207,4456.185976176129
1208,4037.6944324391784
1209,3951.035910620051
1210,4075.3673381937233
1211,4124.890644254055
1212,4056.011561887304
1213,4100.863227585011
1214,4000.6495027095916
1215,4020.796384793747
1216,4153.643212890301
1217,4222.213187522058
1218,4149.133821620015
1219,4217.747268849163
1220,3794.999607507004
1221,3812.1179650546414
1222,3880.330722216271
1223,3870.2847237608503
1224,4058.5598040325026
1225,3956.8152505734597
1226,4141.050440085267
1227,4185.509362734652
1228,4420.695873149853
1229,4423.274593456836
1230,4115.238027493269
1231,4086.219639463585
1232,4283.346947993295
1233,4083.2128486769143
1234,4307.036001986315
1235,4425.794492343943
1236,4439.580712074787
1237,4472.370742276401
1238,4328.873028916548
1239,4306.610513948334
1240,3939.5595106098663
1241,4069.4351104831426
1242,3999.3753790356855
1243,3801.084252183227
1244,4198.818414253475
1245,4099.719467699568
1246,4228.761917917269
1247,4148.305689750715
1248,4078.805357506153
1249,4024.7078218633264
1250,4143.725583884137
1251,4130.267033084688
1252,4305.768267841656
1253,4106.374110297314
1254,4234.7614032693855
1255,4355.541057801039
1256,4107.813333650994
1257,4150.047195924816
1258,4078.2827468832643
1259,4081.558292555563
1260,4334.917248502628
1261,4311.916471249943
1262,3953.2830182659313
1263,3896.1996350235486
1264,4244.5121961781115
1265,4222.223419709159
1266,4080.2633980428964
1267,4027.9285252399263
1268,4258.100070871013
1269,4341.744964196235
1270,4317.7932531959295
1271,4241.07713983739
1272,4384.290779035757
1273,4324.745866484377
1274,4445.135902311798
1275,4319.77041494181
1276,4361.2302661636795
1277,4284.443300798092
1278,4361.431629629786
1279,4402.961905629889
1280,4456.866757845752
1281,4332.203708402188
1282,4294.779484458076
1283,4400.828203864761
1284,4564.6070755107885
1285,4534.594847574584
1286,4695.579995246762
1287,4765.599581065473
1288,4550.78521676478
1289,4610.6441084791395
1290,4718.091712266285
1291,4580.233558211349
1292,4568.074173045414
1293,4701.598291834934
1294,4642.5732403734155
1295,4585.009963076002
1296,4515.895547376779
1297,4477.074232200161
1298,4336.404791754749
1299,4411.2568769788995
1300,4621.979283074104
1301,4658.733455674864
1302,4330.469596885249
1303,4448.804173847279
1304,4692.146258349606
1305,4646.7399745517105
1306,4604.3704084617375
1307,4548.842351133462
1308,4310.387601344378
1309,4495.521016970338
1310,4533.023144674309
1311,4565.662389841449
1312,3969.096692054626
1313,4062.9398616102294
1314,4387.506743641247
1315,4331.659311459405
1316,4593.593115945411
1317,4548.28302028459
1318,4547.669400164816
1319,4592.878944394369
1320,4435.477558759457
1321,4333.973661410254
1322,4593.730442891597
1323,4549.593687617365
1324,4642.748793667419
1325,4591.411517538738
1326,4439.668095537863
1327,4344.294047650371
1328,4564.929920861387
1329,4498.170700039631
1330,4585.283933441734
1331,4734.258490922891
1332,4437.751445807478
1333,4493.870776218022
1334,4636.631036573182
1335,4418.79067218972
1336,4462.98089470587
1337,4330.820597524344
1338,4499.395701582861
1339,4509.42580323481
1340,4385.911727512161
1341,4331.75112270447
1342,4475.621633643505
1343,4304.379687683319
1344,4615.079801309458
1345,4721.2345215584655
1346,4482.4387693671415
1347,4594.990951830075
