,Node,Pressure
0,0,6650.0
1,1,6637.904010299133
2,2,6572.392514519278
3,3,6567.504393547517
4,4,6431.076171161089
5,5,6415.643772831617
6,6,6272.6159689935375
7,7,6123.995822746554
8,8,6317.200115712411
9,9,6178.95099387847
10,10,6245.044850733882
11,11,6031.792712725096
12,12,6151.33872155994
13,13,5836.995863264962
14,14,5888.045167008571
15,15,5807.665907602335
16,16,5824.773122271444
17,17,5504.338189744656
18,18,5735.215107242802
19,19,5425.482763918558
20,20,5575.615563052916
21,21,5286.547979190454
22,22,5923.609366066453
23,23,5634.924236664374
24,24,5951.638231314961
25,25,5763.834459938844
26,26,6019.306800510882
27,27,5794.365645685524
28,28,5843.589438806091
29,29,5688.255444150291
30,30,5730.884846736664
31,31,5663.28354551603
32,32,5715.802519556636
33,33,5629.576970280388
34,34,5280.077839642839
35,35,5025.73126881867
36,36,5299.878583395385
37,37,5125.952473755878
38,38,5136.964672599717
39,39,4957.28358977366
40,40,5277.556132368182
41,41,5213.33195522502
42,42,5200.038517304864
43,43,5112.104589177251
44,44,5159.619896699857
45,45,5044.957952703555
46,46,5405.2661052810145
47,47,5269.466020133004
48,48,5460.770290424081
49,49,5322.042328219094
50,50,5607.8445218110455
51,51,5522.373433418812
52,52,5525.818612871867
53,53,5424.166766144721
54,54,5577.683778655962
55,55,5445.7017030584075
56,56,5696.399799296372
57,57,5605.422292540801
58,58,5570.074838632441
59,59,5485.140548730479
60,60,5622.616363240162
61,61,5589.2850275782375
62,62,5589.363044649308
63,63,5530.275371761558
64,64,5582.849118923545
65,65,5516.846765556843
66,66,4952.402743343415
67,67,4777.710370952487
68,68,5053.714279765543
69,69,4955.389586428666
70,70,4828.947540905421
71,71,4747.971734174634
72,72,4866.882526662136
73,73,4757.36026297565
74,74,5135.687030640959
75,75,5077.502310837953
76,76,5150.558516814516
77,77,5106.750584575719
78,78,4960.262274129821
79,79,4897.701008103736
80,80,5005.708554841305
81,81,4950.23763484667
82,82,5179.372484441878
83,83,5123.664740112216
84,84,5159.669094957419
85,85,5097.610911873505
86,86,5237.830802591311
87,87,5130.975544051835
88,88,5260.500097325467
89,89,4975.290141175354
90,90,5416.345825774468
91,91,5342.687376106064
92,92,5429.707737321471
93,93,5275.06293617862
94,94,5305.448650938098
95,95,5240.558599809313
96,96,5327.266955821023
97,97,5151.241070968843
98,98,5390.258468997353
99,99,5322.210389096822
100,100,5330.148766798615
101,101,5248.356846614282
102,102,5443.056114599782
103,103,5368.987249697303
104,104,5364.236700215598
105,105,5264.810331754422
106,106,4719.608150386922
107,107,4658.423101729181
108,108,4667.395724583689
109,109,4624.663722574313
110,110,4819.389746261172
111,111,4722.559633604031
112,112,4812.3226390212
113,113,4736.911511048443
114,114,5067.996706067417
115,115,5027.879795356234
116,116,5089.244222890068
117,117,5018.401249465334
118,118,5274.9678337469895
119,119,4897.756298138041
120,120,5209.831024063528
121,121,5033.310176578234
122,122,4975.114728396194
123,123,4935.537975999044
124,124,5002.701085320318
125,125,4957.111294440045
126,126,6220.0046477378
127,127,6284.794394499616
128,128,6172.925020520134
129,129,6066.116558088161
130,130,5822.102739013631
131,131,5786.787691667145
132,132,5694.738538691379
133,133,5493.737694923668
134,134,5890.110160098095
135,135,5905.799657428914
136,136,5963.994021250522
137,137,5763.060954724372
138,138,5673.678310025936
139,139,5671.789805895924
140,140,5225.344296481591
141,141,5264.775138685713
142,142,5106.333812312125
143,143,5246.113144994829
144,144,5136.945943151444
145,145,5130.3063633506845
146,146,5296.500640977863
147,147,5435.736543246012
148,148,5571.130068330441
149,149,5495.286480171542
150,150,5539.979718774822
151,151,5630.125886602233
152,152,5526.395487063017
153,153,5553.206649313541
154,154,5562.676048694862
155,155,5540.188917228063
156,156,4898.756070361101
157,157,5006.308676428092
158,158,4748.37489258008
159,159,4820.905499062197
160,160,5096.515798709649
161,161,5115.888895341661
162,162,4934.856553470445
163,163,4981.505043668313
164,164,5132.009017175177
165,165,5109.586488420494
166,166,5213.653250790925
167,167,5232.716491241375
168,168,5364.588617634589
169,169,5388.632830183202
170,170,5250.895418708516
171,171,5278.411355484572
172,172,5359.244798593993
173,173,5290.777361484079
174,174,5417.8243785551795
175,175,5320.384017064477
176,176,4682.676501309086
177,177,4580.894162929136
178,178,4794.3062784981485
179,179,4781.233282786475
180,180,5045.932255977026
181,181,5068.27018415125
182,182,5233.4529470676935
183,183,5149.949863163688
184,184,4942.707475477735
185,185,4978.711539875816
186,186,5590.977031754796
187,187,5570.709245523543
188,188,5531.800543783025
189,189,5485.303116156558
190,190,5474.7487145701825
191,191,5456.976232189064
192,192,5475.587217416937
193,193,5464.345946061604
194,194,5330.469347174876
195,195,5386.185911692429
196,196,5334.770523764994
197,197,5395.759179835925
198,198,5368.854478015294
199,199,5399.685771529998
200,200,5360.246159843697
201,201,5411.708149309899
202,202,5433.540002078075
203,203,5408.21645165687
204,204,5143.789998678078
205,205,5078.036397846967
206,206,5284.388682572643
207,207,5284.314079665548
208,208,5250.141340913113
209,209,5221.7262055185
210,210,5331.833480218569
211,211,5270.318593595638
212,212,5296.075720751749
213,213,5282.205996182815
214,214,5307.32930703542
215,215,5329.335816350093
216,216,5297.38342476051
217,217,5251.0426354136125
218,218,5290.711688966881
219,219,5245.712531848986
220,220,5383.280075543194
221,221,5357.903127144547
222,222,5267.419894890228
223,223,5365.031830390914
224,224,4882.779904341943
225,225,5067.99670951501
226,226,4912.950392087522
227,227,4921.582156374689
228,228,5246.622478959739
229,229,5186.6810744972645
230,230,5227.818480491599
231,231,5210.1304055974715
232,232,5141.034049105019
233,233,5204.915391898713
234,234,5178.891933978845
235,235,5119.101115482728
236,236,5311.265904546516
237,237,5242.301264350079
238,238,5080.604412354541
239,239,5217.811114368895
240,240,5216.6697197493895
241,241,5166.309885033347
242,242,5043.389420356152
243,243,5259.618447539162
244,244,5194.77658394615
245,245,5186.894042549267
246,246,5239.191535581766
247,247,5259.020848519827
248,248,5196.868681039685
249,249,5204.61124640727
250,250,5045.749834119936
251,251,5207.184053794838
252,252,5172.494770399884
253,253,5231.982495780524
254,254,5139.588287156192
255,255,5153.684199797505
256,256,5325.652815079567
257,257,5296.507534402962
258,258,5269.471329129453
259,259,5271.083218489854
260,260,5147.323107883965
261,261,5116.797062050757
262,262,5306.603777538599
263,263,5290.30152929981
264,264,4676.244785232615
265,265,4720.977072146549
266,266,5007.462077473008
267,267,4974.259455292221
268,268,4723.727038706399
269,269,4838.839596164492
270,270,4793.135961700871
271,271,4856.887434097909
272,272,5190.36038937795
273,273,5178.6013966823375
274,274,5081.699113456047
275,275,5128.035159763142
276,276,5152.341492383712
277,277,5144.2102941399735
278,278,5097.784059269252
279,279,5064.861147598879
280,280,4965.056794407118
281,281,5033.671391621569
282,282,5135.3954734663175
283,283,5124.548030739788
284,284,5106.698753816297
285,285,5130.429019748716
286,286,4936.337956368243
287,287,5024.905131923443
288,288,5256.2236100326245
289,289,5255.631602671727
290,290,5165.954620842613
291,291,5078.483005369014
292,292,4869.4528465032345
293,293,4996.081899224753
294,294,5155.294184918127
295,295,5131.529444569368
296,296,5158.722674761244
297,297,5068.242127960788
298,298,5117.385437794054
299,299,5000.52793181092
300,300,4913.04330849669
301,301,4796.663090083455
302,302,5212.951135560236
303,303,5196.238972777696
304,304,5046.005062035326
305,305,5024.89085465706
306,306,5027.035384469556
307,307,5038.4094550084865
308,308,5006.38722100592
309,309,5174.140807625816
310,310,5137.656468415373
311,311,5199.354931980555
312,312,5072.67255811251
313,313,5038.678332295866
314,314,5132.554553877343
315,315,5134.594412767012
316,316,4944.209227397195
317,317,4919.3853902378405
318,318,5131.921024066961
319,319,5144.22402920758
320,320,5043.268753507106
321,321,5024.529713762276
322,322,5132.954657488274
323,323,5174.8619586734485
324,324,5061.474119988787
325,325,4953.627101339262
326,326,4894.48772235652
327,327,5050.534759206715
328,328,5251.481024952557
329,329,5207.176073808872
330,330,5214.237321610289
331,331,5130.067301696482
332,332,5143.067170383339
333,333,5104.094844530972
334,334,5200.021014474166
335,335,5218.625112220425
336,336,5037.413396774654
337,337,5004.684254017303
338,338,4913.848531710702
339,339,4927.054683774609
340,340,5236.214928588278
341,341,5218.271123899025
342,342,5214.067162010453
343,343,5150.57744481652
344,344,4559.631979394499
345,345,4539.8453806845255
346,346,4648.91531428159
347,347,4580.55817140135
348,348,4934.968662293153
349,349,4931.223922186636
350,350,4812.626679943529
351,351,4850.5434785262805
352,352,4615.072061301842
353,353,4557.750669239906
354,354,4755.858618481778
355,355,4735.662163696134
356,356,4719.235738095637
357,357,4678.753115901576
358,358,4790.4743404613255
359,359,4820.67042922357
360,360,5127.601391402319
361,361,5079.62625279675
362,362,5085.155589816493
363,363,5066.275443558047
364,364,4911.1597185076635
365,365,4981.635026786138
366,366,5019.541346110081
367,367,5039.181495544223
368,368,5048.586498668646
369,369,5064.259963336904
370,370,5042.392067455968
371,371,5045.424436506648
372,372,4951.940443072274
373,373,4928.655240136497
374,374,4952.038826165572
375,375,4925.355691916882
376,376,4718.643701718615
377,377,4891.969122850715
378,378,4954.117594369098
379,379,4875.533053222608
380,380,5014.276811088697
381,381,5019.420891357254
382,382,4921.850081306934
383,383,5072.340676561381
384,384,4921.390221619768
385,385,5047.923502047283
386,386,4994.636193569436
387,387,5088.398972130367
388,388,4835.373790187931
389,389,4766.7041121797965
390,390,4920.430572355217
391,391,4879.353547989574
392,392,5157.425990899117
393,393,5195.17427306616
394,394,5179.999835242187
395,395,5174.916925182795
396,396,5094.761672875939
397,397,5027.376940815917
398,398,4935.56926259392
399,399,4961.690228902965
400,400,4657.819697294425
401,401,4760.670187922691
402,402,4847.827178703989
403,403,4881.780731394749
404,404,5104.016418403333
405,405,5021.509303815148
406,406,4919.619382178345
407,407,5034.095586183386
408,408,5059.51616719173
409,409,5081.140666818255
410,410,4900.602432672943
411,411,4975.283645240239
412,412,5051.939372194636
413,413,5020.770050917764
414,414,4935.423316658068
415,415,4784.010847546654
416,416,4785.326190450754
417,417,4824.218688549811
418,418,4647.617070268492
419,419,4653.590422818255
420,420,5093.459468378604
421,421,5143.602040339421
422,422,5128.093093503752
423,423,5089.443988478387
424,424,4974.484539341828
425,425,4900.846004146358
426,426,4763.501040061489
